Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Harika Guntamukkala ,  @Umamahesh",,
Metadata,Release Info,Release date,2026.02.26,,
Metadata,Release Info,DB changes,Connect : release/2026.02.26,,
Metadata,Release Info,Platform,release/2026.02.26,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.02.19,,
Artefacts,Artefacts,Chip1 Part,2026.02.26.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.02.26.3,,
Artefacts,Artefacts,chip1-transaction,2026.02.26.4,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.02.26.3,,
Artefacts,Artefacts,Chip1 WebUI,2026.02.26.0,,
Artefacts,Artefacts,fn-connect,2026.02.26.1,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh Following items are part of the release 1. Shipments integration 2. Ware House Part screen 3. Manual allocation 4. Warehouse enhancements,,
Artefacts,Artefacts,coda.io https,//coda.io/d/Chip-1_dWNX8zdEnCk/Statuses_suyZnj_S#_lufyyoHr UI ITEMS DEPLOYED,,
Artefacts,Artefacts,26-Feb26,@Umamahesh,,
Artefacts,Artefacts,CHP-3971,"Enhancements warehouse ( ) Both Stocklines(SL) and Receiving Lines (RL) list view (xCRM Id column) and details view (hero section) Add XCRM id in the following approach RL/SL >= Stocked Stock ID then deeplink with Stock ID (crmId) RL/SL < Stocked then deeplink with Receiving PO ID (giCrmId) Warehouse > Stock > Stock Lines list For stock line add an implicit filter to show only items that are in status ""Stocked"" Warehouse > Stock > MPN list change the column order to MPN | MFG Supplier | Contact Quantity Summary Landed Cost (remove at parent) Date Code | COO (for expanded view) Date Received | Received By (for expanded view) Buyer (for expanded view) Add region IDs as filter Warehouse Main Navigation change the order to Receiving Lines Shipments Stock",,
Artefacts,Artefacts,Feat,Moved warehouse tab to common part details page ( ) @Deepti Vaidyula,,
Artefacts,Artefacts,fix(crm/sr),"Forbid empty assigned teams list ( )  - verified Manual Allocation ( ) Shipments - Enhancements ( ) Add columns to the Shipments list - verified Make People island read only - verified Hide Billing and Costs islands under permissions - verified Hide Shipment value column under a permission (not established, my draft) - verified Hide Order value column - verified",,
Artefacts,Artefacts,Stock,Status updates ( ),,
Artefacts,Artefacts,feat(crm/stock),add reserve stock fab action ( ) - verified Refactorings on SO Line Allocation Island ( ),,
Artefacts,Artefacts,fix(sourcing-v2),bugs and code refactor ( ),,
Artefacts,Artefacts,fix,Stocklines :- Removed status and substatus filter ( ) SO & PO Status Update ( ) Rename Tested to Inspected Remove any that are not present in lookup @Harika Guntamukkala,,
Artefacts,Artefacts,fix(sourcing-v2),"bugs and code refactor ( ) fixed, CPN, Packaging, ExportControls mapping mpn are clickable now remove duplicate updated on column fixed sourcing table glitch updated translations for sourcing 25 - FEB26 @Harika Guntamukkala Add copy button and improve RFQ list view UI (CPN field, etc) (",,
Artefacts,Artefacts,) This pull request introduces the following changes," Adds a ""Copy"" button to the Sales Person and CPN columns in the RFQ interface. - Verified Updates the RFQ list view and data island summary to use rfqLine.cpn for CPN display to ensure consistent and accurate data representation. - Verified Removes forced underline styling from table cells to enhance UI clarity, leaving underlines only on row hover for better usability. - Verified",,
Artefacts,Artefacts,CHP-3966,Sourcing - fix Load More button removing other sections; reset table sections on filters applied (,,
Artefacts,Artefacts,) This pull request addresses the next issues in the sourcing table," Fixes the incorrect date formatting in the status cell. - Verified Resolves an issue where applying the ""Load More"" button caused other categories to disappear and ensures table groups reset upon applying filters. - Verified Apply filter and clear filter -> makes Load More button disappear (if it was present before) - Verified Replaces Owner column with Sales Person on Quotes List and QuotesList on SubTabs ( ) - Verified RFQ - Add missing external filters ( )(under dashboard )- Verified RFQ Info pane - Fix potentially missing part info when opening info pane from search result (",,
Artefacts,Artefacts,) This fix ensures the correct part reference is used in the RFQ info pane when it is not present in the search response. This resolves inaccuracies displayed in the pane. Fixes  https,//altir-chip1.sentry.io/issues/97619747/events/129b2befc8134e76b4d4d9df79055542/,,
Artefacts,Artefacts,Refactor,refactored validation Add RFQLine create flow ( ) - Verified @Deepti Vaidyula,,
Artefacts,Artefacts,CHP-3969,"notification card navigation changes ( )  - Verified Can we redirect the users to that particular entity's details page when we click on the notification? currently three types of notification items are available task notification will be directed to task list page offers notification will be directed to offers details page notes (no dedicated pages so will not redirect anywhere) Now, we need to click on mark as read under 3 dots. Instead if we have a hyperlink or clicking on that small card itself - can we mark as read ?  - verified on clicking of notification card will be mark as read or unread as accordingly. Clicking on create a task is not populating the entity's context now.  - verified At present, task context will be passed only for Offers , since Notes does not support task creation, and creating a task from an existing Task is not a valid use case.",,
Artefacts,Artefacts,feat,added XCrmColumn ( ) Add xCRM id and link to the detailed view. Make it available in both stock and WH view - verified,,
Artefacts,Artefacts,fix(FormikPassword),update label handling and remove unused helper text ( ) - verified,,
Artefacts,Artefacts,Fixes,Offers - Create Offer Part Information alignment and Offer Target Price field addition ( ) Create separate 'Offer Target Price' field (price buyer gives to supplier when requesting) - Offer request form Pattern of part details should be similar to that of SR and RFQ with optional information on both request and record offers See PR for images. - verified,,
Artefacts,Artefacts,Fixes,Sr and offers ( ),,
Artefacts,Artefacts,Sourcing Request," There should be a way to display all the tasks (currently only able to see open tasks from SR details) - Should show all tasks - details and info pane - verified Display the number of alternatives (e.g., '4 alternatives') on the SR list row - verified Make requirement level selection so auto-instructions always populate correctly - Create SR - verified Offer should reflect the main status on offer details - verified",,
Artefacts,Artefacts,Offer,"Fix minimalOrderQty field name, address TypeScript error ( ) Updated the minimalOrderQty field name and ensured binding to form fields in the offer form. - verified Resolved a TypeScript error in the column definitions for shipments, improving type safety.- verified",,
Artefacts,Artefacts,PO Line,allow line details to be editable ( )- verified PO/POLine - hide detailed status ( ) - verified,,
Artefacts,Artefacts,PO,Micro dashboard ( ) - mismatch in microdashboard counts Purchase Order Approval Checklist ( ) - verified,,
Artefacts,Artefacts,Refactor,refactored validation of BulkUpdate on SR List Fab (Changed to either of them is required) ( ) - verified,,
Artefacts,Artefacts,CHP-3963,Create SO Refactorings ( ) - verified - fixes needed updated ticket,,
Artefacts,Artefacts,CHP-3964,SO Refactorings ( ) - verified - fixes needed. - updated ticket,,
