Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,@Deepti Vaidyula @Harika Guntamukkala,,
Metadata,Release Info,Release date,2026.05.20,,
Metadata,Release Info,DB changes,Connect : release/2026.05.20,,
Metadata,Release Info,Platform,release/2026.05.20,,
Metadata,Release Info,Notification, No Change,,
Metadata,Release Info,Branch,release/2026.05.20,,
Artefacts,Artefacts,Chip1 Account,2026.05.20.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.05.20.1,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.05.20.3,,
Artefacts,Artefacts,Chip1 WebUI,2026.05.20.0,,
Artefacts,Artefacts,fn-identity,2026.05.20.0,,
Artefacts,Artefacts,fn-connect,2026.05.20.2,,
Deployed Items,fix(textarea),preserve full email text when pasting into multiline fields (,,,
Deployed Items,fix(textarea),),verified,,
Deployed Items,fix(textarea),What's the problem,,,
Deployed Items,fix(textarea),When users copy an email body and paste it into a multiline Notes field (e.g.,,,
Deployed Items,fix(textarea),"Create Activity → Notes
), only the table-like row from the email lands in the field. The greeting, message body, and signature are silently dropped.
""When copy/pasting an email message, I can only paste in the info in a table, not from text. Please change so that 100% of the email messages can be copy/pasted despite format inside email.""",,,
Deployed Items,feat,Create bulk offers modal (,,,
Deployed Items,feat,),verified,,
Deployed Items,feat,Bulk offer creation from SR list view,,,
Deployed Items,feat,Bulk Send Offer Request from SR List View (Missing Feature) — No option to select multiple SRs and send a single offer request to a supplier. Must go inside each SR individually.,,,
Deployed Items,feat,Bulk offer request action to be supported from SR list view when the supplier is the same. If the supplier is not existing/or different we wont let them bulk create. We will create multiple individual offer requests for all the MPN's selected. 1 per each MPN,,,
Deployed Items,feat,Invoice sync,,,
Deployed Items,OB,"Account, Contact, allocation(stockId, quantity and landed cost)  sync fix - IB : Commission, allocation(stockId, quantity and landed cost)",,,
Deployed Items,OB,SR microdashboard enhancements,Verified,,
Deployed Items,OB,"New
— SR created, not yet assigned, less than 48 hours old",,,
Deployed Items,OB,"Assigned
— assigned to a buyer",,,
Deployed Items,OB,"Backordered
— created more than 48 hours ago and not yet in a completed/PO-created status",,,
Deployed Items,OB,"On Hold
— everything that is tagged as on hold",,,
Deployed Items,OB,"Completed
— PO created/ Procurement completed",,,
Deployed Items,Quote PDF,"Hongkong address fix, tel, email info was missing",,,
Deployed Items,CHP-5631,ContactCard: add website display and link functionality to contact summary card (,,,
Deployed Items,CHP-5631,),Verified,,
Deployed Items,Quotes,"Added multiple quotes send on RFQLine Quotes Tabs (
)",,,
Deployed Items,Quotes,"Add fundcode, Shipping address, incoterms to Quote level",,,
Deployed Items,In RFQ Quote list,Add xCRM Quote link for xCRM Ids ,Verified,,
Deployed Items,Sourcing,"Source Offers section fix in part sourcing
eliminate duplicate /filter requests and remove GroupByEntity toggle (
)",,,
Deployed Items,Sourcing,"Eliminate duplicate
/filter
requests by deriving filter options from data query responses instead of a separate API call",,,
Deployed Items,Sourcing,Remove,,,
Deployed Items,Sourcing,"GroupByEntity
toggle from sourcing list controls (no longer displayed; always
true
for non-Summary tabs)",,,
Deployed Items,Sourcing,"Strip dead
useEffect
in",,,
Deployed Items,Sourcing,"SourcingList
that set
for Market Activity (never fired, behaviourally wrong)",,,
Deployed Items,groupByEntity,"Expose
filters
from
marketActivityQueryOptions
and
stockQueryOptions
so components can reuse them",,,
Deployed Items,groupByEntity,"Add reusable
useSourcingDynamicFilters
hook to sync filter options from data queries into the shared filter store",,,
Deployed Items,groupByEntity,Fix VAT autofill handling on blur and checkbox change (,,,
Deployed Items,groupByEntity,),Verified,,
Deployed Items,groupByEntity,Addresses an issue where VAT autofill was not functioning correctly when the user interacted with the blur event or toggled the checkbox.,,,
Deployed Items,groupByEntity,Offer microdashboard changes (,,,
Deployed Items,groupByEntity,")
add purchase order units column to table (
)",Verified,@Deepti Vaidyula,
Deployed Items,QE Remarks,"Support attaching duplicate contacts to accounts (
)",,,
Deployed Items,Teams #,"Creating/attaching duplicate contact to an account is failing. Go to Accounts -> Create Contact -> Fill duplicate contact details (email, phone) ->",,,
Deployed Items,Teams #,Gives error,,,
Deployed Items,Sourcing request,"Added target unit price option in sr list view (
)
implement smooth scrolling to account fields upon selection (
)
improve campaign goal action dropdown with descriptions, clean up signature form (",,,
Deployed Items,Campaign,")
show action descriptions in success action dropdown using two-row",Verified,,
Deployed Items,feat,"SearchItemText
pattern matching campaign goal selector
strip HTML and collapse long bodies in email conversation MessagesTab for cleaner reply display
hoist on scroll only, not on overflow (",,,
Deployed Items,fix(AppBreadcrumbs),")
breadcrumbs no longer hoist (translate/scale up into the header) just because their content was too long on small screens. The old
hoist
mode gated on
overflowed && scrollProgressed
, so a long crumb trail would shrink itself the moment it overflowed even without any scroll. Hoisting is now driven purely by scroll progress.
replace selection-dependent FABs with footer action bars (",Verified,,
Deployed Items,UX,),Verified,,
Deployed Items,UX,"When a user selects rows in a list, bulk actions used to hide inside the FAB menu. You'd select rows and not know an action became available. This PR moves those actions into a bar that fades in over the table footer next to the rows you just selected.",,,
Deployed Items,UX,What you'll see,,,
Deployed Items,UX,"Sourcing Requests, Opportunities, Sourcing summary : bulk actions move into the footer bar; the FAB is gone (it had no other items).",Verified,,
Deployed Items,UX,"Purchase Orders, RFQ list, RFQ Line, Contacts : FAB keeps only the Create action; bulk actions move into the footer bar.",Verified,,
Deployed Items,Contact Details RFQ tab,"Update RFQ Status now appears on the nested RFQ table where you actually select rows, not on the entity FAB.",Verified,,
Deployed Items,Contact Details RFQ tab,Sourcing Requests list — All / Offer Request / Purchase Request / Offers tabs,,,
Deployed Items,Contact Details RFQ tab,Opportunities list,Verified,,
Deployed Items,Contact Details RFQ tab,Purchase Orders — POs tab,Verified,,
Deployed Items,Contact Details RFQ tab,Purchase Orders — PO Lines tab,Verified,,
Deployed Items,Contact Details RFQ tab,Purchase Orders — Receiving Lines tab,Verified,,
Deployed Items,Contact Details RFQ tab,Purchase Order Details — Lines tab (existing bar gains Update QC Inspector),Verified,,
Deployed Items,Contact Details RFQ tab,Requests (RFQ) list — both PO-style and Line view,Verified,,
Deployed Items,Contact Details RFQ tab,Contact Details — RFQ tab,Verified,,
Deployed Items,Contact Details RFQ tab,RFQ Line Details — Quotes tab,Verified,,
Deployed Items,Contact Details RFQ tab,Sourcing — Summary tab,Verified,,
Deployed Items,Contact Details RFQ tab,Contacts list,Verified,,
Deployed Items,Contact Details RFQ tab,Sourcing — Sales Activity / Purchasing Activity / Market Activity / Stock tabs (empty FAB removed),Verified,,
Deployed Items,Contact Details RFQ tab,Contact Details — entity FAB (Update RFQ Status item removed; moved to the RFQ-tab bar above),Verified,,
