Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,,,
Metadata,Release Info,Prod release owner,"@Umamahesh ,  @Deepti Vaidyula ,  @Harika Guntamukkala",,
Metadata,Release Info,Release date,2026.04.02,,
Metadata,Release Info,DB changes,Connect : release/2026.04.02,,
Metadata,Release Info,Platform,release/2026.04.02,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.04.02,,
Artefacts,Artefacts,Chip1 Part,2026.04.02.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.04.02.3,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.04.02.5,,
Artefacts,Artefacts,fn-connect,2026.04.02.1,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,## QE DOCUMENTATION LINK,HTTPS://ALTIRLLC.SHAREPOINT.COM/:W:/R/SITES/ALTIR-CHIP1/SHARED%20DOCUMENTS/GENERAL/QUALITY%20ENGINEERING/PROJECT%20DOCUMENTS/CHIP1%20QE%20DOCUMENTATION.DOCX?D=W75141A22221E423A9DD922E367268BB5&CSF=1&WEB=1&E=GWICGH,,
Deployed Items,General,Add PO,,,
Deployed Items,outbound mapping,supplier account number (supplier_info.account_number → purchase_account),Verified,,
Deployed Items,outbound mapping,Add PO,,,
Deployed Items,outbound mapping,CPN → SPN(spPart) (do NOT use the incorrectly created SPL field — remove that),Verified,,
Deployed Items,outbound mapping,Confirm Incoterms,,,
Deployed Items,outbound mapping,and city are mapped in PO outbound (he confirmed they are — just document/close this),Verified,,
Deployed Items,Add PO outbound mapping,line_posted attribute (PO line posted/locked flag),Verified,,
Deployed Items,Add PO outbound mapping,"Check if backend is populating part reference fields (ECN, ROHAS, supplier package etc.) from global part into PO — confirm yes or no - Confirmed With Habib
{NO}- It says NO",,,
Deployed Items,Add PO outbound mapping,"Check specific account
(ID posted in chat by Sai) to confirm if any inbound update came through — to validate sync is working for that account - Already Checked In the call & confirmed that we've received update event. - Confirmed By Nikhil",,,
Deployed Items,Change log,Bulk Add QC Inspector - PO & Stock (,,@Deepti Vaidyula,
Deployed Items,Change log,),Verified,@Deepti Vaidyula,
Deployed Items,Dashboard,Add Inactive Accounts Activity card instead of Account Tags (conditionally) (,,,
Deployed Items,Dashboard,") - enabled on stage
enhance task handling for Reconfirm Excess actions (",Verified,,
Deployed Items,feat(task),),Verified,,
Deployed Items,feat(task),Fix pricing formatting with precise and fixed-5 options (,,,
Deployed Items,feat(task),),Verified,,
Deployed Items,feat(task),This change enables support for precise and fixed-5 number formats in various sections of the pricing module to ensure consistent and accurate display. Left: production | Right: local,,,
Deployed Items,feat(task),"Purchase Order Updates - 2026.04.01 (
)",,,
