Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Harika Guntamukkala",,
Metadata,Release Info,Release date,2026.02.20,,
Metadata,Release Info,DB changes,Connect : release/2026.02.19,,
Metadata,Release Info,Platform,release/2026.02.19,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.02.19,,
Artefacts,Artefacts,Chip1 Account,2026.02.19.3,,
Artefacts,Artefacts,Chip1 Transaction,2026.02.19.0,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.02.19.2,,
Artefacts,Artefacts,fn-connect,2026.02.19.4,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Artefacts,Artefacts,Sync Tracker," Entity From XCRM From Apex From MC1 RFQ Yes Yes yes Quote Yes Yes yes SO Yes Yes yes Account yes yes NA Contact yes yes yes PO Yes Yes NA Invoice Yes Yes NA Task Yes Yes NA Offer Yes Yes NA @Deepti Vaidyula (pick from release branch) Refactor approvals process and UI for orders and sourcing requests ( ) - verified Refactors approval functionality on order and order line levels — new FABs for locking/unlocking lines and submitting approvals, enhanced order creation form, request-for-purchase modal on sourcing requests from SO lines, sorting fixes for contacts/quotes/RFQs, and improved mentions handling. - verified Add column visibility provider to PO Sales Order island ( ) - Verified Introduces column visibility control to the PO Sales Order island. - Verified",,
Artefacts,Artefacts,fix(sourcing-request),"Bugs and Enhancements ( ) Remove ""Account Owner"" from SR list view — keep account category only. - Verified Add ""Create Sourcing Request"" action on RFQ page-level FAB - Not yet implemented Default sort on SR list = Date placed descending (most recent first)  - Verified SR status chevron cleanup — remove open state chevron, show ""Created"" at top, replace zero counts with ""–""  - Verified Add ""Assign To"" FAB action on SR detail for individual assignment - Verified Rename bulk action ""Update Buyers/Buying Team"" → ""Update Assigned to""  - Verified Add ""Assigned to Me"" filter button on SR list  - Verified Align Create PO screen for SR path vs Offer path — pre-populate fields, consistent layout  - Verified Clear Buying Team on Request for Purchase modal (don't pre-populate from SR)  - Verified Stitch ""Request for Purchasing"" modal to the Offer path  - Verified Fix task creation ""Assigned To"" mapping - Verified PO - pass offer ref ( ) g - Verified PO and Stock Changes - 17.02.2026 ( )g - Verified PO Flow Changes ( )g - Verified PO Line approvals ( ) - will recheck on release branch. Apex doesn't have visual cues for approvals. Prepopulate sales person in sourcing requests and improve field labels ( )  - Verified Pre-populates the sales person field in sourcing request creation. Updates the assigned-to column to use buyers as values and improves labels for salesName and buyerName. - Verified Sourcing request - Assigned to column value, prepopulate sales person ( )  - Verified Use non-blocking loader in tasks ( )  - Verified Introduces a non-blocking loader for tasks, improving responsiveness and UX.  - Verified",,
Artefacts,Artefacts,CHP-3954,Refactorings on SR and offers ( )   - Some fixes missing. Updated ticket See PR for images. PO Changes - v3 - 17.02.2026 ( )  - verified 19-feb-2026,,
Artefacts,Artefacts,CHP-3958,SO Refactorings ( ) - Verified PO Line - Change default role to buyers ( ) - Krupa -Retest  Buyer should be carry forwarded Rename Quality Controller to Quality Inspector (,,
Artefacts,Artefacts,) - Krupa - Verified https,//crm.stage.chip1.info/purchasing/receiving-lines/6995da0b99f8572f5bdd72e2/quality-control,,
Artefacts,Artefacts,PO/Stock,Remove outdated lookup value ( ) - Krupa - verified - related to QC to QI,,
Artefacts,Artefacts,SR,add list for allowed status update ( ) - Krupa - verified,,
Artefacts,Artefacts,Fix,"Edit Task payload is not sending context on Edit , where context is not a search item ( ) - Vinay - Verified PO List - Update styles and remove unused subStatus field ( ) - Alexey - verified This update modifies the column styles in the purchase orders section and comments out the unused subStatus field to enhance clarity and maintainability of the code. POLine - Manually hide partial status from UI ( ) - Krupa - verified",,
Artefacts,Artefacts,Stock,add quanlity controller column ( ) - Krupa - verified,,
Artefacts,Artefacts,fix,"handle destructuring of null object ( ) fixes ""user is not able to click on Create Order from SR Fab"" sentry session - Krupa - cover in regression @Harika Guntamukkala Account - Offers and Purchase orders filters ( ) - Verified Add copy buttons to columns in list views ( ) Adds copy buttons to identifiers and names across all list views (account names, contact names, MPNs, manufacturer names, orders, invoices, POs, project names). Dates, statuses, and enum values excluded. - Verified Changes on Create SO and CreateSOfromQuote from release branch ( )",,
Artefacts,Artefacts,CHP-3951,Notification Preferences ( ) → Adds notification preferences UI. Figma - Available in dynamic (dev) env - for emails need to check by EOD or tomorrow as daily quota is reached,,
Artefacts,Artefacts,fix,avoid changing row height when PhoneLink is present in secondary prop ( ) - Verified,,
Artefacts,Artefacts,Refactor,"Order Line , Order , approvedBy details and ,check by default ( ) Approval checkbox is now checked by default when an approval modal is opened - Verified ApprovedBy maps to a user, not an account - Verified Refactor Projects tab - Add columnVisibilityProvider, avoid changing columnKeys passed to useMemo dependencies ( )v- dev item",,
Artefacts,Artefacts,refactor(auth),"update phone handling in SignUpProfile in MC1 ( ) - Verified SO Line - Add Allocation details island, enabled on production ( ) - Verified Sourcing - Add Refresh Prices, enabled only on dev env ( ) Update allocation summary labels ( ) Completes integration of the allocation island feature and enables it on production. Also adds useMemo to optimize table cell rendering.",,
Artefacts,Artefacts,feat(PhoneField),prioritize US country option in phone field dropdown and add tests ( )- Verified,,
Artefacts,Artefacts,fix(market-activity),update landed cost and available format in aggregated cell ( ),,
Artefacts,Artefacts,Before,https://github.com/user-attachments/assets/b9be5355-0428-4c27-95e3-050a7bba8ffe,,
Artefacts,Artefacts,After,https://github.com/user-attachments/assets/9e91c63d-0c65-4e7c-a462-1977df9c41d6 See PR for images.,,
Artefacts,Artefacts,Credit utilization calculation,"Available in Stage, Ex: You can add credit to Order and while SO is created available credit is be calculated.",,
Artefacts,Artefacts,CHP-3953,Refactorings on Sourcing Request Tab and RFQ's ( ) - Verified 19-feb-2026,,
Artefacts,Artefacts,feat(quotes),enhance column cells with copy and tooltip functionality ( ) This feature update introduces copy functionality and tooltips for some column cells in the Quotes module. - Verified Project - Add filtering by risk level and lifecycle in Project -> Part Details Tab ( )- verified This pull request introduces functionality to filter projects by risk level and lifecycle directly from the hero section in the ProjectDetails view.,,
Artefacts,Artefacts,fix(country-code),"dropdown menu items and default value selection ( )- Verified -add default country code from /users/me endpoint -rearrange the country code dropdown menu items(DE, US, HK, CN, NL and then rest of the options) -add tests See PR for images.",,
