Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,@Harika Guntamukkala @Deepti Vaidyula,,
Metadata,Release Info,Release date,2026.04.21,,
Metadata,Release Info,DB changes,Connect : release/2026.04.17,,
Metadata,Release Info,Platform,release/2026.04.17,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.04.17,,
Artefacts,Artefacts,Chip1 Transaction,2026.04.21.2,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.04.21.5 2026.04.21.6,,
Artefacts,Artefacts,fn-connect,2026.04.21.1,,
Deployed Items,Accounts and Contacts,Open Accounts tab for Accounts,Verified,@Harika Guntamukkala,
Deployed Items,Accounts and Contacts,Non-blocking loader and segment handling for the Purchase Orders tab in `AccountPurchaseOrdersTab` and `sourcingRequest`.,Verified,@Harika Guntamukkala,
Deployed Items,Accounts and Contacts,Fix Account External IDs with sync,Verified and reported issue for supplier id's,@Harika Guntamukkala,
Deployed Items,Accounts and Contacts,Account Credit Sync fix (inbound),Verified,@Harika Guntamukkala,
Deployed Items,Accounts and Contacts,Account Country code fix,Verified,@Harika Guntamukkala,
Deployed Items,Accounts and Contacts,"Changed validations on Contact Details similar to Create flow , Displaying contacts only related to that account on Create Activity Modal",,@Harika Guntamukkala,
Deployed Items,Sales,Add Close status option in SR update status action,,@Harika Guntamukkala,
Deployed Items,Sales,Show Offers in global search and allow create task for them on offer details page,,@Harika Guntamukkala,
Deployed Items,Sales,Add IncoCity field in SR Details and copy from SO into line details.,,@Deepti Vaidyula,
Deployed Items,Opportunity,"Sales person datagroups missing on RFQ and copying default region datagroups.
//crm.stage.chip1.info/sales/rfqs/69e759ea2b2d18701f4a5372/line/b5bf432d-97f5-4c0f-bbeb-6c30d2852a8e",,@Deepti Vaidyula,
Deployed Items,Offers Sync,"Offer origin country, supplier package, supplier account mapping, ",,@Deepti Vaidyula,
Deployed Items,Offers Sync,Origin country,not synced,@Deepti Vaidyula,
Deployed Items,PO,Show Create Manual Part Option in PO flow,Verified,@Deepti Vaidyula,
Deployed Items,Stock,Fix po account and buyer mapping,Verified,,
Deployed Items,Stock,"PO Prepayment implementation
but it exists on prod already",Verified,,
Deployed Items,Stock,PO Buyers sync bug fix,Not syncing - Syncing with different user.,,
Deployed Items,Stock,Hide cancel line action for primary line,Verified,,
Deployed Items,Stock,Enforce permissions for stock details tabs ,Verified,,
Deployed Items,Stock,Permission enforcement for stock details tabs so routes and components for stock details are only available to users with the right permissions.,Verified,,
Deployed Items,Stock,Account contact list presenting phone details,Verified,,
Deployed Items,Stock,Option to close Multi RFQ Lines,Verified,,
Open Issues - Stage,Issues,PDF download is failing for invoices,Open,,
Open Issues - Stage,Issues, Srinidhi Gundimi,Open,,
Open Issues - Stage,Issues,Country of origin not syncing for offers,Open,,
Open Issues - Stage,Issues, Aditya Jain,Open,,
Open Issues - Stage,Issues,Invoice postal address field is getting removed from UI if I press delete,Open,,
Open Issues - Stage,Issues, Shivananda Sai,Open,,
Open Issues - Stage,Issues,Fix Account External IDs with sync - Verified and reported issue for supplier id's,Open,,
Open Issues - Stage,Issues, Srinidhi Gundimi,Open,,
Issues - Prod,Issues,I was able to create a PO on production without any receiving lines. I used an older account though and the price is also very low. A default receiving line should be created for every PO.,Open,,https://crm.chip1.com/purchasing/purchase-orders/69e77a79a6238035e4a61987/line/69e77a79a6238035e4a6…
