Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Umamahesh ,  @Harika Guntamukkala ,  @Deepti Vaidyula",,
Metadata,Release Info,Release date,2026.04.14,,
Metadata,Release Info,DB changes,Connect : No change,,
Metadata,Release Info,Platform,No change,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.04.10,,
Artefacts,Artefacts,Chip1 Transaction,2026.04.14.1,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.04.14.7,,
Artefacts,Artefacts,fn-connect,2026.04.14.0,,
Deployed Items,General,"Team - following are the backend items in release so far
1.",,,
Deployed Items,Deepti Vaidyula,Teams #: April13_01,,,
Deployed Items,Deepti Vaidyula,"fix
posted in  at Apr 13, 2:10 PM",,@Deepti Vaidyula,
Deployed Items,Deepti Vaidyula,2. Closed flag changes,,@Deepti Vaidyula,
Deployed Items,Deepti Vaidyula,3. Account address adding active flag ( BE only) : sanity should be enough,,@Harika Guntamukkala,
Deployed Items,Deepti Vaidyula,4. Quote Document gaps fix,,"@Harika Guntamukkala, @Umamahesh",
Deployed Items,Deepti Vaidyula,"PO should inherit the region based on the region of SR.
(UI) Show the region field in PO creation and allow user to change if needed. If PO is created from SR, pre-populate region of the SR if not pre-populate region of user.",,,
Deployed Items,Deepti Vaidyula,Use the region selection as per the prirority below,,,
Deployed Items,Deepti Vaidyula,Region sent by UI,,,
Deployed Items,Deepti Vaidyula,Region of SR,,,
Deployed Items,Deepti Vaidyula,Region of created by user,,,
Deployed Items,Deepti Vaidyula,Region of account,,,
Deployed Items,Deepti Vaidyula,Use the region above for creation of PO and also ensure the default data groups for that region are added.,,,
Deployed Items,## UI ITEMS,Account PATCH — send only changed fields (,,,
Deployed Items,## UI ITEMS,) ,,@Harika Guntamukkala,
Deployed Items,## UI ITEMS,What changed,,,
Deployed Items,## UI ITEMS,"All account save operations now send only the fields that actually changed, instead of the entire account payload. If nothing changed, the save is a no-op (no request is made at all).This affects every place in the CRM where account data is saved:",,,
Deployed Items,## UI ITEMS,"All detail islands (General, Invoicing, Credit, Addresses, Supplier, Commissions, Users, IDs, Tags)",Verified,,
Deployed Items,## UI ITEMS,Account address modal,Verified,,
Deployed Items,## UI ITEMS,Account approve-for-sales modal,Verified,,
Deployed Items,## UI ITEMS,Reassign account modal,Verified,,
Deployed Items,## UI ITEMS,Add contact modal,Verified,,
Deployed Items,## UI ITEMS,Stage change and supplier approval (FAB actions),Verified,,
Deployed Items,## UI ITEMS,Follow-up flag toggle,"Verified(reported minor toast UI issues,shivanand looking into them)",,
Deployed Items,## UI ITEMS,Edit a single field in any island → save → change is persisted in the UI,Verified,,
Deployed Items,## UI ITEMS,Edit multiple fields → save → all changes are persisted,Verified,,
Deployed Items,## UI ITEMS,Remove the parent account from the General island → save → parent account is cleared,Verified,,
Deployed Items,## UI ITEMS,Remove an industry from the General island → save → industry is cleared,Verified,,
Deployed Items,## UI ITEMS,"Open any island without making changes → save → no visible effect, no spinner/error",Verified,,
Deployed Items,## UI ITEMS,Approve an account for sales → modal saves and account status updates,Verified,,
Deployed Items,## UI ITEMS,Edit an address → modal saves and address reflects the change,Verified(save button is enabled by default without change reported to shivanand),,
Deployed Items,## UI ITEMS,Reassign account (users/tags) → saves and assignments update,Verified,,
Deployed Items,## UI ITEMS,Add a contact → contact appears in the contacts list,Verified,,
Deployed Items,## UI ITEMS,Toggle follow-up flag on/off → state persists after page refresh,Verified,,
Deployed Items,## UI ITEMS,Move account to a new stage → stage updates,Verified,,
Deployed Items,## UI ITEMS,Approve as supplier → supplier status updates,Verified,,
Deployed Items,bugfix,Offer Issues (,,,
Deployed Items,bugfix,),,@Harika Guntamukkala,
Deployed Items,bugfix,Offers,,,
Deployed Items,bugfix,Add notes column in offer list,Verified,,
Deployed Items,bugfix,"Offer hero change offer price to unit price.
add sales person field (",Verified,,
Deployed Items,Bulk SR Creation,")
enable account external IDs display (",,@Deepti Vaidyula,
Deployed Items,feat(account),")
add dynamic list tab and route support for sourcing requests (",Verified,@Harika Guntamukkala,
Deployed Items,feat(SR),),,@Deepti Vaidyula,
Deployed Items,feat(SR),"This is refactoring suggestion related to
add direct account navigation to hierarchy tree view (",,,https://github.com/altirllc/chip1-webui/pull/3526#discussion_r3056316762
Deployed Items,feat,),,@Deepti Vaidyula,
Deployed Items,feat,This PR enhances the Account Hierarchy tree view by allowing users to navigate directly between accounts from within the tree structure.,,,
Deployed Items,Navigation Support,"Added a ""Go to Account"" option in the 3-dot context menu for each node in the hierarchy tree.",,,
Deployed Items,Context-Aware UI,The navigation option is intelligently hidden for the account currently being viewed to avoid redundant navigation.,,,
Deployed Items,Improved UX,"Added a visual separator between the new navigation action and existing management actions (Add/Remove parent/child) in the account menu.
goToAccount
translation string to the core account locales.
consolidate order and line-level checklists in Order Line view (",,,
Deployed Items,feat,),,@Deepti Vaidyula,
Deployed Items,feat,This PR updates the Order Line details page to display a consolidated checklist that includes both line-specific approvals and the overarching order-level approval flags. This provides users with a comprehensive view of all requirements needed to process an order line in a single location.,,,
Deployed Items,Unified Checklist View,Updated the,,,
Deployed Items,Unified Checklist View,"OrderLineHero
to display a combined",,,
Deployed Items,Unified Checklist View,"OrderChecklistCard
. It now shows Document and Account approvals (Order level) alongside Parameter, Accounts, and Export approvals (Line level).",,,
Deployed Items,Intelligent Interaction,"Integrated permission-based logic to disable checklist items if the user lacks
updateApprovals
rights or if the order line is currently unlocked.",,,
Deployed Items,Intelligent Interaction,"Added
onItemClick
support, allowing users to launch the corresponding approval modals directly from the checklist items.",,,
Deployed Items,Mapping & Differentiation,"Introduced logic in
orderApprovalMapper.ts
to combine these data sources and prefix order-level items with
order- to ensure unique identification in the list.",,,
Deployed Items,Mapping & Differentiation,Updated checklist primitives to visually distinguish disabled or non-interactive items.,,,
Deployed Items,DX & Reliability,Refactored checklist statistic calculations into a shared helper function.,,,
Deployed Items,DX & Reliability,Synchronized,,,
Deployed Items,DX & Reliability,"DatePickerField
to ensure external value updates are reflected in the UI immediately.
implement boolean active status for account addresses (",,,
Deployed Items,feat,),,@Harika Guntamukkala,
Deployed Items,feat,"This PR standardizes the management of address status across the CRM and myChip1 applications by introducing a boolean isActive / active pattern. This change simplifies the UI implementation (moving from complex lookups to a simple toggle) while maintaining compatibility with the backend's status lookup system.*See PR for images.*
implement polling and loading states for historical and market activity tables (",,,
Deployed Items,feat,")
there are two required integration items:",Verified,@Harika Guntamukkala,
Deployed Items,feat,"If pricing are loading, we have two re-trigger part sourcing API every 2 seconds. You can detect it by field loading:true - if at least one  item in the response conains such field, the api should be retriggered every 2 seconds until all loading are not true",,,
