Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,@Deepti Vaidyula,,
Metadata,Release Info,Release date,2025.08.13,,
Metadata,Release Info,DB changes,Connect : No changes,,
Metadata,Release Info,Platform,No changes,,
Metadata,Release Info,Notification, hotfix/2025.08.08,,
Metadata,Release Info,Branch,hotfix/2025.08.08,,
Artefacts,Artefacts,Chip1 Transaction,2025.08.08.0,,
Artefacts,Artefacts,Chip1 CRM WebUI,2025.08.08.0,,
Artefacts,Artefacts,Chip1 WebUI,2025.08.08.0,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Deployed Items,Private ( https,//app.clickup.com/t/8651091/CHP-2739,,,
Deployed Items,),"BOM upload enhancements in part processing, additional error handling(Private (
))
//app.clickup.com/t/8651091/CHP-2738",,,https://app.clickup.com/t/8651091/CHP-2751
Deployed Items,),"UI Quote estimate changes, refresh button on project hero
//app.clickup.com/t/8651091/CHP-2746",,,
Deployed Items,),"Enable CRM modify part
//app.clickup.com/t/8651091/CHP-2747",,,
Deployed Items,),"IC Source : Show vendor as Chip1 always, Stock & Price as available
//app.clickup.com/t/8651091/CHP-2768
)
## MC1 SANITY TESTS",,,
Deployed Items,Private ( https,Feature/Flow,,,
Deployed Items,Private ( https,Stage,,,
Deployed Items,Private ( https,Prod,,,
Deployed Items,Private ( https,Remarks,,,
Deployed Items,Private ( https,"New User Signup from mc1
yes",,,
Deployed Items,Private ( https,NA,,,
Deployed Items,Private ( https,"Mc1 user invite - signup
yes",,,
Deployed Items,Private ( https,NA,,,
Deployed Items,Private ( https,On stage should suffice,,,
Deployed Items,Private ( https,"Upload Bom & Excess and verify in CRM
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Manual RFQ
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Active Quote (create, edit)
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Sales Order
(create, edit)
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Shipping & invoice
yes",,,
Deployed Items,Private ( https,NA,,,
Deployed Items,Private ( https,"Lead Account & Transfer
yes (basic. creation, bom, excess, rfq transfer)",,,
Deployed Items,Private ( https,NA,,,
Deployed Items,Private ( https,Bids,,,
Deployed Items,Private ( https,NA,,,
Deployed Items,Private ( https,"Parts Tracker
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Search
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Page Navigations
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Edit Project
yes",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,Notification Emails,,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,Private ( https,"Download excess and Bom Template, fill and upload.",,,
Deployed Items,Private ( https,Yes,,,
Deployed Items,## CRM SANITY TESTS,Feature/Flow,,,
Deployed Items,## CRM SANITY TESTS,Stage,,,
Deployed Items,## CRM SANITY TESTS,Production,,,
Deployed Items,## CRM SANITY TESTS,Remarks,,,
Deployed Items,## CRM SANITY TESTS,"Create BOM in MC1, check in xcrm and new crm
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Create RFQ in MC1, check in xcrm and crm
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Upload BOM from CRM
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,Page Navigations,,,
Deployed Items,## CRM SANITY TESTS,"Yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Deep links for Accounts, RFQs, Quotes and Orders
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Edit Project
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Global Search
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Filters
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Sorting of tables
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Page Search
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Download excess and Bom Template, fill and upload.",,,
