Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Harika Guntamukkala ,  @Umamahesh",,
Metadata,Release Info,Release date,2026.02.24,,
Metadata,Release Info,DB changes,Connect : hotfix/2026.02.23,,
Metadata,Release Info,Platform,hotfix/2026.02.23,,
Metadata,Release Info,Notification, No Change,,
Metadata,Release Info,Branch,hotfix/2026.02.23,,
Artefacts,Artefacts,fn-connect,2026.02.23.5,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,"https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh Following items are part of the release xCRM sync changes for SO, PO, Offer and Stock",,
Artefacts,Artefacts,Attributes tagged under 24/02 in QE,https://altirllc.sharepoint.com/:x:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Testing%20shared%20documents/Sales_order_attributes.xlsx?d=wc037a8bf8d8c4a5b8aa64ea2b01e8f59&csf=1&web=1&e=FLyqbk,,
Artefacts,Artefacts,QE testing," Attributes fixes - SO create inbound, PO, Offer and Stock Sanity and sync checks for mc1, crm-sales and crm-po Issues on prod",,
