Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Harika Guntamukkala ,  @Umamahesh",,
Metadata,Release Info,Release date,2026.04.23,,
Metadata,Release Info,DB changes,Connect : hotfix/2026.04.23,,
Metadata,Release Info,Platform,No change,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.04.24,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.04.24.1,,
Artefacts,Artefacts,Chip1 Transaction,2026.04.22.0 ## TESTABLE ITEMS FROM RELEASE ### RFQ MANAGEMENT@HARIKA GUNTAMUKKALA,,
Artefacts,Artefacts,Bulk RFQ Status Update (#3713)," Verify ""Update Status"" action appears on RFQ list, RFQ details, Account RFQs, Contact RFQs, and Part RFQs when at least one line is selected - Verified",,
Artefacts,Artefacts,Bulk Status Modal fields," Test Main Status, Detailed Status, and optional Reason field submission - Verified",,
Artefacts,Artefacts,FAB hiding, Confirm layout FAB is hidden on RFQ tab in Contact/Part details (no stacked FABs) - Verified,,
Artefacts,Artefacts,"Old ""Close Lines"" flow", Verify it's fully removed/replaced  - Verified,,
Artefacts,Artefacts,Row-level Update Status (#3722)," Test ""Update Status"" option from row context menu - Verified",,
Artefacts,Artefacts,Parent Request selection, Verify selecting a Request auto-includes all child lines in update count  - Verified,,
Artefacts,Artefacts,Mixed selection handling, Test Request-level + Line-level selections resolve correctly  - Verified,,
Artefacts,Artefacts,Single-line update, Confirm reason field is sent via the same payload builder  - Verified,,
Artefacts,Artefacts,Risk Level column labels (#3713), Verify labels use riskAnalysis.levels.* i18n keys  - Verified,,
Artefacts,Artefacts,Main RFQ list filter alignment (#3682), Verify loader data matches component filter state - Verified,,
Artefacts,Artefacts,Record Offer mail sent flag (#3729), Test flag updates correctly after sending offer - Verified ### ACCOUNT MANAGEMENT @Harika Guntamukkala,,
Artefacts,Artefacts,Bulk SR create FAB (#3704), Test bulk Sourcing Request creation from Account Detail FAB  - Verified,,
Artefacts,Artefacts,SR permissions (#3716), Verify FAB SR option visibility by user role  - Verified,,
Artefacts,Artefacts,Feature flag migration (#3717), Confirm open-and-search-accounts flag replaces old flags  - Verified,,
Artefacts,Artefacts,Search vs Open Accounts mode," Verify ""unassigned"" is set correctly in each mode (including My Accounts)  - Verified",,
Artefacts,Artefacts,Read-only filters, Confirm selector is disabled AND remove action is hidden,,
Artefacts,Artefacts,Clear All button, Verify disabled state when no clearable filters exist  - Verified,,
Artefacts,Artefacts,Role filters, Confirm hidden in Open Accounts mode  - Verified @Deepti Vaidyula,,
Artefacts,Artefacts,Website search field, Test website as a search field with filter mapping - Link - Verified,,
Artefacts,Artefacts,Request ownership FAB, Verify shared mapper resolves default assignee correctly  - Verified,,
Artefacts,Artefacts,Ownership Request decoupling (#3712), Test works in both Search mode AND Open Accounts mode  - Verified,,
Artefacts,Artefacts,Account Search Page background (#3712), Visual check for theme.palette.background.default in light/dark themes  - Verified,,
Artefacts,Artefacts,Duplicate account prevention (#3735), Rapid-click Create button — verify only one account created  - Verified,,
Artefacts,Artefacts,Loading state (#3735), Confirm Create button disables during submission  - Verified,,
Artefacts,Artefacts,Error recovery (#3735), Verify button re-enables after failed creation  - Verified ### ACCOUNT INVOICING@DEEPTI VAIDYULA,,
Artefacts,Artefacts,Address autocomplete (#3712), Verify filtered + normalized addresses appear in Invoice Postal Address Preview  - Verified,,
Artefacts,Artefacts,Credentials field (#3715), Confirm single multiline Credentials field replaces username/password in Online mode - Not enabled,,
Artefacts,Artefacts,Credentials persistence, Save and reload — verify data persists Not enabled,,
Artefacts,Artefacts,Credentials validation, Test schema validation on the new field Not enabled,,
Artefacts,Artefacts,Obsolete labels removed, Confirm invoicePortalUsername / invoicePortalPassword no longer appear Not enabled,,
Artefacts,Artefacts,Placeholder text, Verify enterCredentials placeholder displays Not enabled,,
Artefacts,Artefacts,Data migration, Check behavior for accounts with legacy username/password data Not enabled,,
Artefacts,Artefacts,Notes field component (#3715), Test extracted InvoicePreferenceNotesField renders and saves Not enabled ### SOURCING / STOCK@HARIKA GUNTAMUKKALAVERIFIED,,
Artefacts,Artefacts,StockList polling (#3719), Verify 2-second polling when items are loading,,
Artefacts,Artefacts,Polling stops, Confirm polling ceases when all items finish loading,,
Artefacts,Artefacts,Auto-selection gating, Verify query disabled and component returns null during MPN auto-selection,,
Artefacts,Artefacts,Market Activity parity, Confirm StockList matches Market Activity behavior,,
Artefacts,Artefacts,Stock refactor smoke test (#3736)," Regression-test InfoBit, SummaryCard, stock lists, filters, sorts",,
Artefacts,Artefacts,Stock enums," Verify EStockSort , EStockUserRole behave identically post-migration",,
Artefacts,Artefacts,General Stock Changes (#3731), Regression-test stock workflows end-to-end ### OPPORTUNITIES — MATCH ACCOUNT@DEEPTI VAIDYULA,,
Artefacts,Artefacts,Bulk Match Account (#3718), Test multi-select opportunities with Match Account action  - Verified,,
Artefacts,Artefacts,Per-opportunity feedback, Verify success/failure indication for each item  - Verified,,
Artefacts,Artefacts,Match Account Modal Step 2 (#3720), Confirm Step 2 is hidden  - Verified,,
Artefacts,Artefacts,New checkboxes (#3720)," Test both checkboxes on page 1 — all combinations (both on, both off, mixed)  - Verified",,
Artefacts,Artefacts,Modal flow completion, Verify successful submission with each checkbox state - Verified ### BUG FIXES@HARIKA GUNTAMUKKALAVERIFIED,,
Artefacts,Artefacts,Quote null check (#3725), Reproduce Sentry issue 111095793 — verify no runtime error,,
Artefacts,Artefacts,Quote regression, Test quote viewing/editing with various null/missing property states Diff between release/2026.04.21 and,,
Artefacts,Artefacts,develop,Account Detail: Add bulk SR create fab item ( ),,
Artefacts,Artefacts,Account Fab,update SR permission ( ) Add development-only build and workflow enhancements ( ),,
Artefacts,Artefacts,chore(workflows),add conditional build jobs for mc1 and crm apps based on changes dev_only,,
Artefacts,Artefacts,chore(workflows),assign PR author as fallback when reviewers are set dev_only Expand root change detection and resolve code review findings ( ),,
Artefacts,Artefacts,feat(record-offer),mail sent flag changes ( ),,
Artefacts,Artefacts,feat,enable bulk RFQ status updates and a dedicated fab action component ( ) This PR improves the RFQ status update workflow by introducing row-level actions and refining the bulk update logic to handle both individual lines and entire requests.****Key Changes****,,
Artefacts,Artefacts,Row-Level Status Updates," Added an ""Update Status"" option to the RfqListMenu , enabling users to trigger status updates directly from the row context menu.",,
Artefacts,Artefacts,Enhanced Bulk Logic," Refactored useUpdateRfqStatus to support bulk updates for entire Requests. When a Request is selected, all associated lines are now automatically included in the update count and processing.",,
Artefacts,Artefacts,New Shared Component," Introduced RfqUpdateStatusFabAction to encapsulate the status update logic for Floating Action Buttons, reducing duplication in RfqFab .",,
