Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,@Umamahesh @Harika Guntamukkala @Abhinay Sharma,,
Metadata,Release Info,Release date,2025.09.16,,
Metadata,Release Info,DB changes,No,,
Metadata,Release Info,Branch,hotfix/2025.09.16,,
Artefacts,Artefacts,Chip1 Part,2025.09.16.1,,
Artefacts,Artefacts,Chip1 Transaction,2025.09.16.0,,
Artefacts,Artefacts,Chip1 CRM WebUI,2025.09.16.0,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Deployed Items,Private ( https,//app.clickup.com/t/8651091/CHP-2761,,,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-2780
)
//app.clickup.com/t/8651091/CHP-3005
)
//app.clickup.com/t/8651091/CHP-3024
)
//app.clickup.com/t/8651091/CHP-3036
)
//app.clickup.com/t/8651091/CHP-2780
)
//app.clickup.com/t/8651091/CHP-3062",,@Harika Guntamukkala,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-2872",,@Umamahesh,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-3061",,@Umamahesh,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-2939
)
//app.clickup.com/t/8651091/CHP-2953
)
//app.clickup.com/t/8651091/CHP-2803
)
//app.clickup.com/t/8651091/CHP-3064
)
//app.clickup.com/t/8651091/CHP-3065
)",,@Harika Guntamukkala,
Deployed Items,Private ( https,"Issues identified on build in Prod:
## MC1 SANITY TESTS",,,
Deployed Items,Note,The sanity tests to check will be selected based on the release,,,
Deployed Items,Note,Feature/Flow,,,
Deployed Items,Note,Stage,,,
Deployed Items,Note,Prod,,,
Deployed Items,Note,Remarks,,,
Deployed Items,Note,New User Signup from mc1,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,"On prod, we test this on need basis",,,
Deployed Items,Note,Mc1 user invite - signup,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,On stage should suffice,,,
Deployed Items,Note,Upload Bom and verify in CRM,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay- Done,,,
Deployed Items,Note,Upload Excess and verify in CRM,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay- Done,,,
Deployed Items,Note,Manual RFQ,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-Done,,,
Deployed Items,Note,RFQ update,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-Done,,,
Deployed Items,Note,RFQ - multiline,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Active Quote (create),,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-Done,,,
Deployed Items,Note,Active Quote (edit),,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-Done,,,
Deployed Items,Note,Active quote - multiline,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Sales Order (create),,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Uma-Done,,,
Deployed Items,Note,Sales Order (edit),,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Uma-Done,,,
Deployed Items,Note,Sales Order - multiline,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Quality Control (PO number),,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Uma-Done,,,
Deployed Items,Note,Invoice generation,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,Uma-Done,,,
Deployed Items,Note,Invoice generation - shipping in 2 lots,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Lead Account & Transfer,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Bids,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,On stage should suffice,,,
Deployed Items,Note,Parts Tracker,,,
Deployed Items,Note,"Yes
yes",,,
Deployed Items,Note,Abhinay-yes,,,
Deployed Items,Note,Search,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,ABhinay-yes,,,
Deployed Items,Note,Page Navigations,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-yes,,,
Deployed Items,Note,Edit Project,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Abhinay-yes,,,
Deployed Items,Note,Notification Emails,,,
Deployed Items,Note,No,,,
Deployed Items,Note,No,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,"Download excess and Bom Template, fill and upload.
yes",,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Conceirge Service,,,
Deployed Items,Note,"Yes
yes",,,
Deployed Items,Note,Abhinay-Done,,,
Deployed Items,Note,Sorting,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,Filters,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,NA,,,
Deployed Items,Note,The sanity tests to check will be selected based on the release,,,
Deployed Items,Note,Feature/Flow,,,
Deployed Items,Note,Stage,,,
Deployed Items,Note,Production,,,
Deployed Items,Note,Remarks,,,
Deployed Items,Note,"Create BOM in MC1, check in xcrm and new crm
yes
yes",,,
Deployed Items,Note,"Create RFQ in MC1, check in xcrm and crm
yes
yes",,,
Deployed Items,Note,"Upload BOM from CRM
yes",,,
Deployed Items,Note,Yes,,,
Deployed Items,Note,"Page Navigations
yes
yes",,,
Deployed Items,Note,"Deep links for Accounts, RFQs, Quotes and Orders
yes
yes",,,
Deployed Items,Note,"Edit Project
yes
yes",,,
