Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Umamahesh",,
Metadata,Release Info,Release date,2026.03.011,,
Metadata,Release Info,DB changes,Connect : release/2026.03.11,,
Metadata,Release Info,Platform,release/2026.03.11,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.03.11,,
Artefacts,Artefacts,Chip1 Account,2026.03.11.0,,
Artefacts,Artefacts,Chip1 Part,2026.03.11.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.03.11.2,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.03.11.3,,
Artefacts,Artefacts,Chip1 WebUI,2026.03.11.0,,
Artefacts,Artefacts,fn-connect,2026.03.11.3,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,"https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh ### FOLLOWING ITEMS ARE PART OF THE RELEASE Deployed  tickets as part of the release 2026.03.11 Validation of all the above release items will be performed from QE team once it is deployed ## WHAT'S TESTED FOR THE RELEASE? Changes to Shipping status Invoice Search QC changes Matches card enabled in dashboard on prod ## UI ISSUES UI changelog between hotfix/2026.03.05 and current develop, deployed to stage (MC1 and CRM) Enable readonly section permissions for Contact, SR, Offer ( ) - Verified Enable readonly section permissions for SO and RFQ ( )- Verified(identified issue under SO reported to alexey)",,
Artefacts,Artefacts,feat(accounts),Info Pane > Contact Section ( ) Accounts List - Verified,,
Artefacts,Artefacts,Show all emails and phone no. on Contact Section of Account Info pane  https,//www.figma.com/design/v5c0jzDP5riw5RFBNzIyqe/Chip-1---Designs?node-id=46676-52075&m=dev Sort option for column Engagement | Potential - - Verified Rfq Change filter text From Account Owner -> Change it to Sales Person. - Verified Purchase Order Fixed sorting issue of total Costs column - Verified,,
Artefacts,Artefacts,feat(inner sourcing),add search mpn functionality (,,
Artefacts,Artefacts,") - For sourcing that is user RFQ/SR/SO, we need to have an option to see the search MPN and potentially change it. We can probably show a search icon and an icnon in the header bar to expand. - Verified(reported issue to shivanand related to SO where sourcing analysis is not available) https",//coda.io/d/Chip-1_dWNX8zdEnCk/Rollout-Kanban_suwpkCIX#Running-Notes-Action-Items_tuKMEBSg/r1… See PR for images.,,
Artefacts,Artefacts,feat(stocks),Added status and subStatus filters ( ) Show options for sub statuses based on selected status filters - Verified,,
Artefacts,Artefacts,feat,"add missing stock info panes ( ) Filters - Persist input value on checkbox click; Allocations - adjust for smaller screens ( ) Upon selecting one item in search results search term is clearing out, Can we persist to select the rest of the items within that search results. Cleared Search.mov",,
Artefacts,Artefacts,"The allocation counts are overlapping on to the table for large numbers. This is on 13"" mac screen with default resolution.  https",//crm.chip1.com/sales/orders/699d6e393bad624d5a18f04e/line/699d6e393bad624d5a18f04c,,
Artefacts,Artefacts,Fix,project part details column and dashboard card ( ) add a colour box for this item under dashboard -> Open Orders card- Verified,,
Artefacts,Artefacts,"under this project, PCN column 1st row values are being overlapped, please check once  https",//crm.stage.chip1.info/projects/69a8375bd6a5492d4a3df8ae - Verified Impersonate user with regionId ( ) - Verified MC1 - handle redirects to protected routes for new users ( )  - Verified in dev,,
Artefacts,Artefacts,Issue 1,"If user clicks on a link like /parts/6731895953aad54e75778d71/documents/datasheets , enters MC1, signs up, goes to Profile form, then once Profile is filled up, appears on Dashboard instead of original link",,
Artefacts,Artefacts,Issue 2,"There was a situation where redirect to Auth or to Profile was not happening, because a part was loaded through loader but redirect had to be handled by component which was never rendered. Switched to privateLoader handling auth redirects as in CRM POLine - Add missing shipping fields ( )",,
Artefacts,Artefacts,Refactor,SR and Offers changes ( )  - Verified already in Production SR Details,,
Artefacts,Artefacts,Align with RFQ,"Make Part Details section layout match RFQ pattern exactly – same fields, same order, same Change the labels fields to show how it is in RFQ. Single multi selection. Change suppliers section to Suggested Suppliers.",,
Artefacts,Artefacts,re-order sections as per below, Line Details Part Details Offers Sourcing Analysis Tasks Timeline Documents RFQs Orders Description of part needs to be carried over from RFQ or Part details. SR List Info pane - Verified already in Production,,
Artefacts,Artefacts,Add Buyer info to info pane (We will only add buyers but not the teams)  https,//www.figma.com/design/v5c0jzDP5riw5RFBNzIyqe/Chip-1---Designs?node-id=47239-146926&t=QEWSrmF… Add Instructions to info pane RMA Flow - List view ( ) -  @Abhinay Sharma See PR for images. Stock - show available qty in allocation ( ) -  @Umamahesh,,
Artefacts,Artefacts,Update,Not removing the phone number when user changes the country ( ) - Verified,,
Artefacts,Artefacts,Update,"Changes on Warehouse So List filters, Create Contact Form (",,
Artefacts,Artefacts,)  -  @Umamahesh https,//coda.io/d/_dWNX8zdEnCk/Rollout-Kanban_suwpkCIX#Running-Notes-Action-Items_tuKMEBSg/r118 https://coda.io/d/_dWNX8zdEnCk/Rollout-Kanban_suwpkCIX#Running-Notes-Action-Items_tuKMEBSg/r191 - Verified Dev only,,
Artefacts,Artefacts,chore,add check for existing changes in develop before backporting ( ),,
Artefacts,Artefacts,chore,delete new branch if backport workflow failed ( ),,
Artefacts,Artefacts,chore,run backport workflow on PR edit (changing base branch) ( ),,
Artefacts,Artefacts,chore,auto-update backport PR when new commits are pushed to source PR ( ) The notify-on-update,,
Artefacts,Artefacts,job now, Fetches the backport branch Rebases it onto develop (same logic as initial backport) Pushes the updated branch Comments confirming the update Previously it only commented about new commits but didn't actually update the backport PR.,,
Artefacts,Artefacts,fix,recreate backport branch from updated source on synchronize ( ) Refactor backport workflow to streamline process ( ) Simplify backport workflow by removing checks for existing changes and comments on PR. The last commit in this changelog is 2bb2a1bac,,
Artefacts,Artefacts,Changes,,,
Artefacts,Artefacts,-Fix,Missing Sorting Columns ( ) - Verified Missing Sorting on below Columns Account list regionId - Verified Purchase Order list Tracking Number - Verified Expected Delivery Date - Verified Remove Notes Tab on SR Details - Verified Purchase Order Info Pane -> Show deeplink on Xcrm No. - Not resolving,,
Artefacts,Artefacts,-fix(all accounts),"minor tweaks ( ) Disable micro dashbaord - Verified Do not show total in the table - Verified The add option in left nav, should be against my accounts vs. all accounts. - Verified",,
Artefacts,Artefacts,Open issues on Stage https,//app.clickup.com/8651091/docs/880ak-50654/880ak-52214,,
