Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Harika Guntamukkala",,
Metadata,Release Info,Release date,2026.04.23,,
Metadata,Release Info,DB changes,Connect : No change,,
Metadata,Release Info,Platform,No change,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,hotfix/2026.04.24,,
Deployed Items,General,"MC1 stock and for CAT it shows only one available Stock, we need to check if all stock migrated and marked available",,,
Deployed Items,General,Sanity checks for transaction service,,,
