Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,@Deepti Vaidyula,,
Metadata,Release Info,Release date,2026.05.21,,
Metadata,Release Info,DB changes,Connect : No Change,,
Metadata,Release Info,Platform,release/2026.05.21,,
Metadata,Release Info,Notification, No Change,,
Metadata,Release Info,Branch,release/2026.05.21,,
Artefacts,Artefacts,Chip1 Part,2026.05.21.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.05.21.3,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.05.21.1,,
Artefacts,Artefacts,Chip1 WebUI,2026.05.21.0,,
Artefacts,Artefacts,fn-connect,2026.05.21.0,,
Deployed Items,CHP-5635,"Fix segment filter logic and remove contact-lead feature flag
(
)",,,
Deployed Items,QE Remarks,Addresses inconsistencies in the filter logic for the Contacts components while also cleaning up legacy feature flag code.,,,
Deployed Items,Filter Fixes,"Adjusted
contactListSegments.getSegment
to correctly use pathnames instead of full URLs, resolving mismatches and preventing duplicate requests.",,,
Deployed Items,Filter Fixes,"Ensured tab-driven and card-driven filters do not overlap unnecessarily, eliminating redundant API calls.",,,
Deployed Items,Feature Flag Removal,"Removed
contact-lead
feature flag as it is fully deployed in production.",,,
Deployed Items,Feature Flag Removal,Cleaned up gated UI elements related to the,,,
Deployed Items,Feature Flag Removal,"Lead
functionality.",,,
Deployed Items,Unified Filtering Logic,"Streamlined segment-driven filtering for Active, Inactive, and Lead tabs to consistently apply stage filters.
implement invoice lines view with expandable rows and detailed line information
(
)
implemented invoice and invoice lines tab
added xCRM redirection from column
export filtered stock list to Excel
(
)",,,
Deployed Items,feat(WarehouseStock),Adds an,,,
Deployed Items,feat(WarehouseStock),"Export All
button to the WarehouseStock top filter bar that POSTs the current filter to
/api/transaction/export
(type",,,
Deployed Items,feat(WarehouseStock),"STOCK_REQUEST
, format",,,
Deployed Items,feat(WarehouseStock),"EXCEL
) and downloads the returned
.xlsx
.",,,
Deployed Items,feat(WarehouseStock),"Server drives the export — replaces the prior client-side
xlsx
implementation. Button sits after the Show Closed toggle, separated by a 42px vertical divider.",,,
Deployed Items,Please try this user,ghhgsdj.com,,@yopmail,
Deployed Items,Please try this user,It has permissions for Warehouse page,,,
Deployed Items,Please try this user,"There's Export button next to Filters and Closed buttons in the table header
include extension when copying phone numbers in contact forms and supplier cards
(
)",,,
Deployed Items,fix(crm),Add CopyButton to extension field in FormikContactRowField to copy full phone+extension,,,
Deployed Items,fix(crm),"Add CopyButton to extension field in OrderContactInfo, InvoiceContactInfo, RfqContactInfo",,,
Deployed Items,fix(crm),Add CopyButton to extension field in ShipmentPeopleForm,,,
Deployed Items,fix(crm),Add CopyButton next to phone icon in OfferSupplierCard,,,
Deployed Items,fix(crm),"Reuse existing
formatFullPhone(phone)
which already returns ""ext. NNN"" format",,,
Deployed Items,Shipment,"Add missing fields
(
)",,,
Deployed Items,New Field,"Added a ""Box Condition"" dropdown to each box in the packaging details form",,,
Deployed Items,Label Update,"Changed ""Box Count"" label to ""Number of Boxes""
replace contact card with account card
(
)",,,
Deployed Items,PO Hero Section,Bring account-specific hero card as that of SO on PO too,,,
Deployed Items,Record and Request Offer,Approved for purchase flag should be honoured when showing the list of suppliers on request for offer modal,,,
Deployed Items,QE Remarks,Quote creation multiple RFQ lines fix,,,
Deployed Items,QE Remarks,BrokerBin UI changes,,,
Deployed Items,QE Remarks,Duplicate Contact issue causing user not to access SO created,,,
Deployed Items,chore,"React 19 codemod prep - fix useRef zero-arg calls (Phase 1 - B)
(
)",,,
Deployed Items,chore,"Run react/19/migration-recipe on React 18 to shrink the React 19 diff, confirming JSX imports and ReactNode narrowing ready clean; fix the 2 useRef() zero-arg call sites to useRef<T | null>(null). TypeScript check passes with zero errors across all 14 packages.
remove 'use no memo' from StockListTable and align MC1 React Compiler mode to annotation (Phase 1 - C,D)
(
)
upgrade pnpm to 11.1.3 and approve required build scripts
(
)",,,
Deployed Items,chore,Upgrade pnpm to 11.1.3,,,
Deployed Items,chore,"Approve required install/build scripts for pnpm 11
replace setQueryData with setSafeQueryData across hooks and mutations (dev only)
(
)
add upgrade roadmap documents
(
)",,,
Deployed Items,docs,"Reference docs/plans/2026-05-20-upgrade-roadmap.md for details.
add wiki-first workflow for repo-specific codebase investigation
(
)",,,
Deployed Items,docs,Add .claude/docs/wiki-reference.md with a targeted workflow for using .code-review-graph/wiki/,,,
Deployed Items,docs,Add a,,,
Deployed Items,docs,"CLAUDE.md
trigger for repo-specific questions and unfamiliar feature areas",,,
Deployed Items,docs,"Clarify that wiki lookups should guide discovery, with source files used for final verification
## OPEN ISSUES ON STAGE:",,,
Deployed Items,docs,Able to create shipment for stock lines that are not validated. (Existing issue on prod),,,
Deployed Items,Steps to reproduce,Create multiple stocklines in 'Add arrival' of a PO,,,
Deployed Items,Steps to reproduce,Go to receiving lines and do QC for only one SL,,,
Deployed Items,Steps to reproduce,Go to SO and create shipment. We are displaying all the stocklines here.,,,
Deployed Items,Steps to reproduce,"As a result, able to create Shipment for SL that are not validated",,,https://crm.stage.chip1.info/warehouse/shipments/6a0f187a133a2333697cb1a7/stockLines
Deployed Items,PO,Standalone PO created from Apex is,not syncing to xcrm on stage as well.,,
Deployed Items,PO,"Created one PO from apex: DE26PO-312830.01
2cbb5ce7-cf63-4bf4-a73d-ac833628a606",,,
Deployed Items,corr_id,Not seeing any errors in transaction or the connect logs,,,
Deployed Items,corr_id,Standalone PO created from Apex is not displaying xcrm ID. Sync is working. Existing behaviour on prod.,,,
