Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Deepti Vaidyula ,  @Umamahesh @Harika Guntamukkala",,
Metadata,Release Info,Release date,2026.03.26,,
Metadata,Release Info,DB changes,Connect : No change,,
Metadata,Release Info,Platform,No change,,
Metadata,Release Info,Notification, No change,,
Metadata,Release Info,Branch,release/2026.03.25,,
Artefacts,Artefacts,Chip1 Part,2026.03.25.0,,
Artefacts,Artefacts,Chip1 Transaction,2026.03.25.6,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.03.25.5,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Deployed Items,General,"PO line xcrmRedirection → As XCRM does not support a dedicated page for individual PO lines, the redirection should happen at the PO level. Hence, in the UI, we should map to po.crmId instead of line.crmId.",,,
Deployed Items,General,Request Offer,,,
Deployed Items,General,"Request offer to have quantity captured from the SR by default and user can edit it if they want to Request an offer, user needs to preview the email content (body). Send to be replaced with Next and upon clicking next should show the email content",,,
Deployed Items,General,Sourcing Request,,,
Deployed Items,General,"SR list - the time component is missing from date fields (only date shown, no time). Other views have it. Needs to be added consistently.",,,
Deployed Items,General,SR - Request for purchasing -  Buyer list to be cleared on Request for purchasing. Only the newest buying team selection should be visible.,,,
Deployed Items,General,"SR - Remove all other options except for create quote from line actions on RFQ > Offers tab, OrderLine > Offers table, Sr > Offer tab",,,
Deployed Items,General,"Few things in SR list view
1. “Assigned to me” filter as well as Assigned to and Assigned Team filter not working.
2. Change “Team | Assigned To” in list to “Buying Team | Buyer”
3. Change names of filters “Assigned to” and “Assigned team” to Buying Team and Buyer.
4. Add time to created date in all SR list views, in RFQ, SO and main list views.",,,
Deployed Items,General,Basic Info Pane Andrey Kuznetcov,Verified,,
Deployed Items,General,Improvements to basic info pane for offers/excess/po and all purchasing entities and access,,@Deepti Vaidyula,
Deployed Items,General,2. Quote PDF gaps Srinidhi Gundimi,,@Harika Guntamukkala,
Deployed Items,General,Address gaps on quote pdf,,,
Deployed Items,General,3. RFQ Gaps - 03/23 Srinidhi Gundimi Vinay Bajjuri,,@Harika Guntamukkala,
Deployed Items,General,RoHS value is not getting populated (US26RQ-52421.01) - Still Persisiting,,,
Deployed Items,General,"Category, Supplier Package is not populated for some parts (US26RQ-52421.01) - Still Persisiting(US26RQ-1105750.01)",,,
Deployed Items,General,Add field sourcing type of RFQ details and copy that over to SR.,,,
Deployed Items,General,Except sourcing type rest looks fine,,,
Deployed Items,General,"In create, add it to the same row where we have req type, req source",Verified,,
Deployed Items,General,"In details also add it to the same row as req type, source etc. (see below for additional changes)",Verified,,
Deployed Items,General,In RFQ details create a separate accordian caled Opportunity and move the following,,,
Deployed Items,General,"Row 1 -  req type, req level, req source, Sourcing Type",Verified,,
Deployed Items,General,Row 2 - Notes,Verified,,
Deployed Items,General,"Move Create by to Account Info under, contact and also add created on, both should be read only.",Verified,,
Deployed Items,General,"Rename “Opportunity and Requirements” to Part Requirements. Add MPN, Mfg CPN and Qty as summarization values on accordion",Verified,,
Deployed Items,General,Add Alternative Type in RFQ alernate section similar to create,Verified,,
Deployed Items,General,In Create RFQ for Quote add qty column and copy it over to quote.,Verified,,
Deployed Items,General,4. RFQ Sync Gaps - 03/23 Srinidhi Gundimi,,@Harika Guntamukkala,
Deployed Items,General,Check why the contact and salesperson information is missing for this RFQ link in APEX. I can see them in xCRM,,,
Deployed Items,General,Dual Use and Supplier Package Quantity are not getting synced to xCRM,,,
Deployed Items,General,Still Persisiting,,,
Deployed Items,General,5. Quote gaps - 03/23 Vinay Bajjuri,,@Harika Guntamukkala,
Deployed Items,General,"In Offers -> Quote, the following information is not carried from RFQ/Offer into the Quote",,,
Deployed Items,General,Only Missing MFG label is displayed. The other 2 labels are missing - Still persisting,,,
Deployed Items,General,The notes that were entered in the RFQ are missing (check RFQ details notes and also enter the notes from xCRM),,,
Deployed Items,General,outbound,verified,,
Deployed Items,General,Payment Terms are not getting carried (from the account),,,
Deployed Items,General,Still Persisiting,,,
Deployed Items,General,Expires on Date is not fully displayed. See the screenshot,,,
Deployed Items,General,Still Persisiting,,,
Deployed Items,General,"In RFQ -> Quote, the following information is not populated from RFQ   - Except payment terms rest looks fine",,,
Deployed Items,General,"Labels, Warranty Accepted by Sales, Part Condition Accepted by Sales, Expires On and Payment terms (from Account)",,,
Deployed Items,General,Upon saving same info is not getting stored as well.,,,
Deployed Items,General,Add currency field to quote similar to rfq.,Verified,,
Deployed Items,General,"6. Document Type Sandeep Thatikonda please assign someone.
→",,@Deepti Vaidyula,
Deployed Items,General,Not Fixed,,,
Deployed Items,General,Need to expand document types to cover other scenarios across all entities.,,,
Deployed Items,General,"Accounts
3PL contract",,,
Deployed Items,General,Long Term Storage,,,
Deployed Items,General,7. Search MPN in type ahead Andrey Kuznetcov,,@Deepti Vaidyula,
Deployed Items,General,"When creating a RFQ and in other MPN type ahead if we search by part without special characters it is not showing the match. But shows up if we do via global search.
e.g., RN4677-V/RM100 if we search as RN4677VRM100 it matches actual part number in global search but not type ahead. - This is causing folks to create new part numbers as looks like lot of times the customers end up sharing number without special chacters.",,,
Deployed Items,General,8. xCRM user sync  Pranab Dutta Srinidhi Gundimi,,@Deepti Vaidyula,
Deployed Items,General,"When records are syncing from Apex to xCRM, it is showing as MC1 user. Instead it should be the name of the real user, especially for RFQ, SOs etc.----→",,,
Deployed Items,General,Not Fixed,,,
Deployed Items,General,9. Offers - Minor changes Arvind Dhakar,,@Deepti Vaidyula,
Deployed Items,General,Minor improvements,,,
Deployed Items,General,On offers request - default the qty to qty in SR,Verified,,
Deployed Items,General,"Change date code fields to date code year and date code M, year should be first.",Verified,,
Deployed Items,General,Make offer qty as optional. Looks like there are cases where supplier would come back with no qty and they want to record it. --→,,,
Deployed Items,General,Not Fixed,,,
Deployed Items,General,10. SR - Micro Dasboard Andrey Kuznetcov,,@Deepti Vaidyula,
Deployed Items,General,Few tweaks to micro dashboard. And also change in sequence. the message after - please add it as a hover text for MD.,,,
Deployed Items,General,Open SRs - Sourcing Requests Not Assigned,,,
Deployed Items,General,The current Open definition,,,
Deployed Items,General,Assigned SRs - Sourcing Requests Assigned and not started,,,
Deployed Items,General,The current definition of assigned,,,
Deployed Items,General,In Progress SRs - Sourcing Requests with offers,,,
