Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Umamahesh ,  @Deepti Vaidyula",,
Metadata,Release Info,Release date,2026.02.02,,
Metadata,Release Info,DB changes,Connect : release/2026.02.02,,
Metadata,Release Info,Platform,release/2026.02.02,,
Metadata,Release Info,Notification, No changes,,
Metadata,Release Info,Branch,release/2026.02.02,,
Artefacts,Artefacts,Chip1 Transaction,2026.02.02.2,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.02.02.2,,
Artefacts,Artefacts,fn connect,2026.02.02.1,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Deployed Items,General,PO Sync & Allocation till what we have in Stage,,,
Deployed Items,General,"Task to SR sync but blocked by xCRM team as not working on their side, (We can keep this open, unless dev validates and confirms). This task is mainly to create a Task in xCRM when SR created in new CRM. Making sure SR not broken will be enough",,,
Deployed Items,General,SO Status fixes where made to fix closed filter. Cancelled status was not honoring before from xCRM. #1 in UAT sheet,,,https://coda.io/d/Chip-1_dWNX8zdEnCk/UAT-Reviews_sugk_DCc#Table-23_tuAYpRui/r24&columnId=c-D0Dw…
Deployed Items,General,"Rest are UAT sheet items mostly POs
## 🧪DEV ONLY (NO ASSIGNEE MENTIONED)",,,
Deployed Items,Automation report,"Bugs in build
## MC1 SANITY TESTS",,,
Deployed Items,Note,The sanity tests to check will be selected based on the release,,,
Deployed Items,Note,Feature / Flow,,,
Deployed Items,Note,Validation Details,,,
Deployed Items,Note,Stage,,,
Deployed Items,Note,Prod,,,
Deployed Items,Note,Remarks,,,
Deployed Items,Note,New User Signup (MC1),,,
Deployed Items,Note,"Validated the new user signup flow from MC1 and confirmed account creation, including the LA transfer.",,,
Deployed Items,Note,Validated the new user signup flow from MC1.,,,
Deployed Items,Note,"Confirmed account creation in MC1, including the LA transfer.",,,
Deployed Items,Note,MC1 User Invite & Signup,,,
Deployed Items,Note,Validated the user invitation flow from xCRM and CRM2.,,,
Deployed Items,Note,Validated signup completion.,,,
Deployed Items,Note,Validated user access provisioning.,,,
Deployed Items,Note,Upload BOM,,,
Deployed Items,Note,Validated the BOM upload from MC1 and CRM,,,
Deployed Items,Note,"Confirmed the uploaded part details in CRM, MC1, and xCRM",Verified pricing information in CRM and MC1,,
Deployed Items,Note,Checked sourcing plan details in CRM and MC1,,,
Deployed Items,Note,Ensured no automatic RFQs were generated when uploaded from CRM.,,,
Deployed Items,Note,Upload Excess,Verified the excess upload from MC1 and CRM.,,
Deployed Items,Note,Confirmed the visibility of part details in CRM and MC1.,,,
Deployed Items,Note,Manual RFQ,,,
Deployed Items,Note,Validated the creation of RFQs with approved alternatives from MC1.,,,
Deployed Items,Note,Validated the creation of RFQs without approved alternatives from MC1.,,,
Deployed Items,Note,Validated standalone RFQ creation from xCRM.,,,
Deployed Items,Note,Validated RFQ details in the list view.,,,
Deployed Items,Note,"Validated data synchronization between MC1, CRM, and xCRM.",,,
Deployed Items,Note,Validated RFQ status updates across systems.,,,
Deployed Items,Note,RFQ Update,,,
Deployed Items,Note,"Validated RFQ updates in MC1, CRM, and xCRM.",,,
Deployed Items,Note,Confirmed that an MPN change creates a new request line.,Verified updated details in the list view.,,
Deployed Items,Note,Confirmed status updates in CRM and xCRM.,,,
Deployed Items,Note,RFQ – Multiline,,,
Deployed Items,Note,Validated the creation of multiline RFQs,,,
Deployed Items,Note,Ensured data synchronization across systems,,,
Deployed Items,Note,Confirmed the accuracy of list view details,Verified status updates across CRM and xCRM systems,,
Deployed Items,Note,Active Quote – Create,,,
Deployed Items,Note,Validated the RFQ and Quote creation flow in CRM.,,,
Deployed Items,Note,Validated standalone quote creation in CRM and xCRM.,,,
Deployed Items,Note,"Validated data synchronization across MC1, CRM, and xCRM.",,,
Deployed Items,Note,Validated quote details in the list view.,,,
Deployed Items,Note,Validated status updates across systems.,,,
Deployed Items,Note,Active Quote – Edit,,,
Deployed Items,Note,Validated quote updates across systems.,,,
Deployed Items,Note,Confirmed that an MPN change creates a new quote line.,Verified updated quote details in the list view.,,
Deployed Items,Note,Ensured status updates across CRM and xCRM.,,,
Deployed Items,Note,Active Quote – Multiline,,,
Deployed Items,Note,Validated the creation of multiline quotes,,,
Deployed Items,Note,Validated quote details in the list view,,,
Deployed Items,Note,Validated data synchronization across systems,,,
Deployed Items,Note,Validated status updates across CRM and xCRM,,,
Deployed Items,Note,Sales Order – Create,,,
Deployed Items,Note,Validated the RFQ → Quote → Sales Order flow.,,,
Deployed Items,Note,Validated standalone Sales Order creation in both CRM and xCRM.,,,
Deployed Items,Note,Validated RFQ from MC1 and Quote/SO from xCRM.,,,
Deployed Items,Note,"Validated data synchronization across MC1, CRM, and xCRM.",,,
Deployed Items,Note,Validated Sales Order details in the list view.,,,
Deployed Items,Note,Validated status updates across systems.,,,
Deployed Items,Note,Sales Order – Edit,,,
Deployed Items,Note,Validated the Sales Order edit functionality.,,,
Deployed Items,Note,Confirmed data synchronization across systems.,Verified updated details in the list view.,,
Deployed Items,Note,Ensured status consistency between CRM and xCRM.,,,
Deployed Items,Note,Sales Order – Multiline,,,
Deployed Items,Note,Validated the creation of multiline sales orders.,,,
Deployed Items,Note,Ensured data synchronization across systems.,,,
Deployed Items,Note,Confirmed status updates across CRM and xCRM.,,,
Deployed Items,Note,Quality Control (PO Number),,,
Deployed Items,Note,Validated the PO number association in MC12. Validated the Quality Control workflow in MC1.,,,
Deployed Items,Note,Invoice Generation,,,
Deployed Items,Note,Validated the invoice generation flow in MC12. Confirmed the accuracy of invoice data in MC1.,,,
Deployed Items,Note,Lead Account & Transfer,,,
Deployed Items,Note,"Validated the creation and transfer of leads, ensuring synchronization across MC1, CRM, and xCRM.",,,
Deployed Items,Note,Bids,,,
Deployed Items,Note,Validated bid creation flow,,,
Deployed Items,Note,Validated bid updates,,,
Deployed Items,Note,Validated data synchronization between MC1 and xCRM,,,
Deployed Items,Note,Parts Tracker,,,
Deployed Items,Note,Validated parts tracking functionality,,,
Deployed Items,Note,Ensured data accuracy,,,
Deployed Items,Note,Global Search,,,
Deployed Items,Note,Validated the global search functionality.,,,
Deployed Items,Note,Validated module-level search results for each entity.,,,
Deployed Items,Note,Page Navigations,,,
Deployed Items,Note,Validated navigation across key modules.,Verified page load and access behavior.,,
