Section,Category,Item_Description,Status_Value,Owner,Links
Metadata,Release Info,Environment,Stage,,
Metadata,Release Info,Status,Good,,
Metadata,Release Info,Prod release owner,"@Umamahesh ,  @Deepti Vaidyula ,  @Harika Guntamukkala",,
Metadata,Release Info,Release date,,,
Metadata,Release Info,DB changes,Connect : release/2026.01.12,,
Metadata,Release Info,Platform,No changes,,
Metadata,Release Info,Notification, No changes,,
Metadata,Release Info,Branch,release/2026.01.12,,
Artefacts,Artefacts,Chip1 Part,2026.01.12.1,,
Artefacts,Artefacts,Chip1 Transaction,2026.01.12.0,,
Artefacts,Artefacts,Chip1 CRM WebUI,2026.01.12.4,,
Artefacts,Artefacts,fn connect,2026.01.12.1,,
Artefacts,Artefacts,Production Test Data,,,
Artefacts,Artefacts,Update production test data generated here,https://docs.google.com/spreadsheets/d/1jQQV8nW7Rlz6OD6bs4qdRfk517clUb5TRfFz47FoR3s/edit?gid=0#gid=0,,
Artefacts,Artefacts,QE documentation link,https://altirllc.sharepoint.com/:w:/r/sites/Altir-Chip1/Shared%20Documents/General/Quality%20Engineering/Project%20documents/Chip1%20QE%20Documentation.docx?d=w75141a22221e423a9dd922e367268bb5&csf=1&web=1&e=gWiCGh,,
Deployed Items,CHP-3628,Account Enhancements,,,
Deployed Items,CHP-3674,Handshaking between Sales & Purchase entities (marked as can be tested for handshake items),,@Umamahesh,
Deployed Items,CHP-3829,Exception while migrating invoice having shipment incoTerms from xcrm to crm,,,
Deployed Items,CHP-3829,Add missing document tabs under Purchasing module,,,
Deployed Items,CHP-3505,AccountList refactorings,,,
Deployed Items,CHP-3774,Part - Use PartInfo projection for most of the Part API requests to cut response size,,,
Deployed Items,CHP-3818,Fix Primary Contact Field in Account General Island,,,
Deployed Items,CHP-3818,"Purchase Order Validation update
update logic for people island field mapping
read contact from
primaryContact
field
fix topic field component",,,
Deployed Items,feat(crm/sourcing),"Add showAlternativesToggle prop to SourcingListControls for enhanced filtering options
refactored growth calculation",,,
Deployed Items,Quote,Update validation for misc and fright charge input,,@Umamahesh,
Deployed Items,Feat,Displaying the phone number correctly,,,
Deployed Items,Feat,Added name to payload,,,
Deployed Items,Feat,Account general (AKA Names) and info pane cleanup,,,
Deployed Items,Connect,Bugfix for rfq id reconcillation for migrated data (only impact on migration),,,
Deployed Items,Connect,"Bugs fixed in release
//app.clickup.com/t/8651091/CHP-3802",,,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-3779",,@Umamahesh,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-3745",,@Umamahesh,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-3788",,@Umamahesh,
Deployed Items,Private ( https,")
//app.clickup.com/t/8651091/CHP-3815",,@Umamahesh,
Deployed Items,Private ( https,),,@Umamahesh,
Deployed Items,Private ( https,"PO creation form, offered unit price is taken as total offered price",,,
Deployed Items,Private ( https,Quoted price of quote is wrong on quote list view.,,,
Deployed Items,Private ( https,"Bugs in build
//app.clickup.com/t/8651091/CHP-3837
)-FIXED
//app.clickup.com/t/8651091/CHP-3836
)- Found from automation mc1 suite",,,
Deployed Items,Private ( https,"FIXED
//app.clickup.com/t/8651091/CHP-3833
)-FIXED
//app.clickup.com/t/8651091/CHP-3834
)-FIXED",,,
Deployed Items,Private ( https,"Sales order created in not showing in Mc1-same in case for inbound Quote, for eg:",,,
Deployed Items,Private ( https,"DE26QU00002,DE26SO00002(Working for new account)",,,
Deployed Items,Private ( https,"Actual sales order contact is not showing in CRM , always primary contact of account is picked. can take reference",,,
Deployed Items,Private ( https,"DE26SO00002,
ed1f2fc0-ef88-11f0-bd0b-030c559438aa
(can be fixed later)
//app.clickup.com/t/8651091/CHP-3835
))FIXED",,,
Deployed Items,Private ( https,"Quote info pane showing integer value rather than actual quoted price -FIXED
//app.clickup.com/t/8651091/CHP-3842
)- Deployed fix as Hotfix",,,
Deployed Items,Automation run reports,"mc1 :
## MC1 SANITY TESTS",,,https://jenkins.chip1.info/job/chip1-e2e-tests/job/chip1-ui-tests/61/cucumber-html-reports_8aee61a9-c742-380b-b7bf-06c49080f4be/overview-features.html
Deployed Items,Note,The sanity tests to check will be selected based on the release,,,
Deployed Items,Note,Feature / Flow,,,
Deployed Items,Note,Validation Details,,,
Deployed Items,Note,Stage,,,
Deployed Items,Note,Prod,,,
Deployed Items,Note,Remarks,,,
Deployed Items,Note,New User Signup (MC1),,,
Deployed Items,Note,"Validated the new user signup flow from MC1 and confirmed account creation, including the LA transfer.",,,
Deployed Items,Note,Validated the new user signup flow from MC12.,,,
Deployed Items,Note,"Confirmed account creation in MC1, including the LA transfer.
yes
yes",,,
Deployed Items,Note,MC1 User Invite & Signup,,,
Deployed Items,Note,Validated the user invitation flow from xCRM and CRM2.,,,
Deployed Items,Note,Validated signup completion.,,,
Deployed Items,Note,"Validated user access provisioning.
yes
yes",,,
Deployed Items,Note,Upload BOM,,,
Deployed Items,Note,Validated the BOM upload from MC1 and CRM,,,
Deployed Items,Note,"Confirmed the uploaded part details in CRM, MC1, and xCRM",Verified pricing information in CRM and MC1,,
Deployed Items,Note,Checked sourcing plan details in CRM and MC1,,,
Deployed Items,Note,"Ensured no automatic RFQs were generated when uploaded from CRM.
yes
yes",,,
Deployed Items,Note,Upload Excess,Verified the excess upload from MC1 and CRM.,,
Deployed Items,Note,"Confirmed the visibility of part details in CRM and MC1.
yes
yes",,,
Deployed Items,Note,Manual RFQ,,,
Deployed Items,Note,Validated the creation of RFQs with approved alternatives from MC1.,,,
Deployed Items,Note,Validated the creation of RFQs without approved alternatives from MC1.,,,
Deployed Items,Note,Validated standalone RFQ creation from xCRM.,,,
Deployed Items,Note,Validated RFQ details in the list view.,,,
Deployed Items,Note,"Validated data synchronization between MC1, CRM, and xCRM.",,,
Deployed Items,Note,"Validated RFQ status updates across systems.
yes
yes",,,
Deployed Items,Note,RFQ Update,,,
Deployed Items,Note,"Validated RFQ updates in MC1, CRM, and xCRM.",,,
Deployed Items,Note,Confirmed that an MPN change creates a new request line.,Verified updated details in the list view.,,
Deployed Items,Note,"Confirmed status updates in CRM and xCRM.
yes
yes",,,
Deployed Items,Note,RFQ – Multiline,,,
Deployed Items,Note,Validated the creation of multiline RFQs,,,
Deployed Items,Note,Ensured data synchronization across systems,,,
Deployed Items,Note,Confirmed the accuracy of list view details,Verified status updates across CRM and xCRM systems,,
Deployed Items,Note,Active Quote – Create,,,
Deployed Items,Note,Validated the RFQ and Quote creation flow in CRM.,,,
Deployed Items,Note,Validated standalone quote creation in CRM and xCRM.,,,
Deployed Items,Note,"Validated data synchronization across MC1, CRM, and xCRM.",,,
Deployed Items,Note,Validated quote details in the list view.,,,
Deployed Items,Note,"Validated status updates across systems.
yes",,,
Deployed Items,Note,Yes,,,
